Property_ID,Micro_Market,Project_Name,Developer_Name,Unit_Size_Sqft,Configuration,Ticket_Price_Cr,Transaction_Type,Buyer_Type,Purchase_Quarter,Connectivity_Score,Amenity_Score,Possession_Status,Sales_Channel,NRI_Buyer,Locality_Infra_Score,Avg_Traffic_Time_Min,Buyer_Comments,Price_per_Sqft,Quarter_Number,Booking_Flag,Booking_Conversion_Helper
PROP010453,RAJAJINAGAR,Project_452,Sobha,6213.0,5BHK+,9.130277161,Secondary,CXO,2023-09-30,7.851454741,5.665687786,Launch,Broker,no,5.876123543,50,data_not_given,14695.44046515371,3,0,1
PROP010454,HENNUR ROAD,Project_453,Brigade,6924.0,3BHK,9.75,Primary,Startup Founder,2024-03-31,9.055112432,5.061235602,Launch,Online,yes,6.474498589,80,Agent was not responsive.,14081.455805892547,1,1,1
PROP010455,JP NAGAR,Project_454,Godrej,7971.0,4BHK,12.719069067561703,Secondary,HNI,2024-12-31,4.574717403,5.596790978,Under construction,Direct,no,7.133939202,87,Too far from my office.,15956.679296903403,4,0,1
PROP010456,JAYANAGAR,Project_455,Total Environment,7864.0,4BHK,12.719069067561703,Primary,NRI,2023-06-30,7.120683399,9.218206684,Under construction,Online,no,7.630737538,68,Great value for money.,16173.790777672562,2,1,1
PROP010457,SARJAPUR ROAD,Project_456,Tata Housing,3912.0,5BHK+,11.71696846,Secondary,Other,2024-12-31,4.831725582,5.781844252,Launch,NRI Desk,yes,8.590039219,118,Loved the amenities!,29951.350869120655,4,0,1
PROP010458,JP NAGAR,Project_457,SNN Raj,3366.0,5BHK+,11.26158179,Primary,CXO,2023-06-30,9.087067935,5.107426101,Ready to move,Online,no,5.894951513,35,data_not_given,33456.868062982765,2,1,1
PROP010459,HEBBAL,Project_458,Godrej,5912.0,5BHK+,15.75932398,Primary,Other,2023-09-30,5.413642029,9.736260178,Ready to move,Online,yes,9.138861727,68,Excellent location!,26656.501995940456,3,1,1
PROP010460,HENNUR ROAD,Project_459,Sobha,8582.0,3BHK,19.78,Secondary,HNI,2024-12-31,4.789138049,7.81962038,Under construction,Direct,no,7.726782772,23,Loved the amenities!,23048.240503379166,4,0,1
PROP010461,JAYANAGAR,Project_460,Total Environment,6394.0,4BHK,12.27,Primary,NRI,2025-03-31,8.266940357,5.836514014,Launch,Direct,no,6.80904605,40,Underpriced for location.,19189.865498905223,1,1,1
PROP010462,SARJAPUR ROAD,Project_461,RMZ,4175.0,4BHK,9.890306565,Primary,CXO,2024-12-31,7.738732424,7.46886983,Under construction,NRI Desk,yes,7.730347027,44,Will buy after possession.,23689.357041916166,4,1,1
PROP010463,JAYANAGAR,Project_462,Brigade,7261.0,3BHK,14.31,Primary,Startup Founder,2024-06-30,8.17152069,7.499766492,Ready to move,NRI Desk,no,7.192969631,33,data_not_given,19708.029197080294,2,1,1
PROP010464,INDIRANAGAR,Project_463,Tata Housing,6064.0,4BHK,15.65239129,Secondary,Other,2024-06-30,7.687477638,6.452157515,Ready to move,Broker,no,9.529879428,69,Loved the amenities!,25811.99091358839,2,0,1
PROP010465,HEBBAL,Project_464,Godrej,5969.0,4BHK,15.62612139,Secondary,NRI,2023-06-30,8.128915498,7.464489789,Ready to move,Online,yes,8.144360731,85,Agent was not responsive.,26178.792745853578,2,0,1
PROP010466,KORAMANGALA,Project_465,RMZ,8900.0,5BHK+,11.92,Primary,NRI,2024-06-30,6.480411691,7.499766492,Under construction,NRI Desk,no,6.360004225,113,Connectivity is poor.,13393.258426966293,2,1,1
PROP010467,KANAKAPURA ROAD,Project_466,Embassy,7939.0,5BHK+,10.01,Primary,HNI,2024-12-31,9.925673131,5.448159866,Launch,Online,no,9.181565115,95,Agent was not responsive.,12608.640886761557,4,1,1
PROP010468,INDIRANAGAR,Project_467,RMZ,3952.0,5BHK+,12.05,Primary,CXO,2025-03-31,9.638374766,5.685124375,Under construction,NRI Desk,yes,7.863119376,38,Loved the amenities!,30490.89068825911,1,1,1
PROP010469,SARJAPUR ROAD,Project_468,Total Environment,6983.0,5BHK+,14.67022428,Primary,NRI,2024-12-31,9.892247948,7.499766492,Ready to move,Online,no,5.101861981,32,Loved the amenities!,21008.48386080481,4,1,1
PROP010470,SARJAPUR ROAD,Project_469,Godrej,3846.0,3BHK,11.32749649,Secondary,Startup Founder,2024-09-30,5.829281042,5.008296382,Under construction,Direct,no,5.634247013,102,Agent was not responsive.,29452.668980759227,3,0,1
PROP010471,DOMLUR,Project_470,Puravankara,7020.0,5BHK+,11.27038671,Primary,NRI,2023-12-31,4.49500707,5.857600179,Ready to move,Broker,yes,5.466157301,25,Will buy after possession.,16054.681923076925,4,1,1
PROP010472,HEBBAL,Project_471,Embassy,4938.0,4BHK,6.94,Secondary,NRI,2024-06-30,5.69932456,6.427783656,Ready to move,Online,no,9.541964921,96,Loved the amenities!,14054.272985014175,2,0,1
PROP010473,YELAHANKA,Project_472,Brigade,5996.5,3BHK,14.09130345,Primary,Other,2023-12-31,9.787095819,6.164638088,Under construction,Broker,no,8.755733073,26,Connectivity is poor.,23499.21362461436,4,1,1
PROP010474,YELAHANKA,Project_473,Prestige,7260.0,3BHK,11.87060496,Primary,HNI,2024-09-30,5.726174581,6.888132287,Launch,Direct,no,6.887275546,21,Great view from 15th floor.,16350.695537190082,3,1,1
PROP010475,SARJAPUR ROAD,Project_474,Sobha,7422.0,4BHK,100.0,Secondary,CXO,2023-06-30,8.704757224,5.884972404,Under construction,Broker,no,9.373500467,107,Agent was not responsive.,134734.57289140392,2,0,1
PROP010476,HENNUR ROAD,Project_475,Total Environment,8516.0,3BHK,9.968591755,Primary,HNI,2025-03-31,9.255503373,6.310289527,Launch,Direct,yes,6.339720901,25,Great view from 15th floor.,11705.72070807891,1,1,1
PROP010477,BELLARY ROAD,Project_476,Prestige,5308.0,3BHK,14.41463482,Primary,CXO,2024-06-30,5.725963205,8.40990287,Ready to move,NRI Desk,yes,7.56784179,28,Excellent location!,27156.43334589299,2,1,1
PROP010478,BELLARY ROAD,Project_477,Godrej,4104.0,4BHK,10.04557155,Primary,NRI,2024-03-31,6.837733197,9.792695522,Launch,Direct,yes,7.940147148,109,data_not_given,24477.51352339181,1,1,1
PROP010479,BELLARY ROAD,Project_478,Godrej,6007.0,4BHK,8.129398037,Secondary,CXO,2025-03-31,7.468821341,6.504183573,Under construction,Broker,yes,5.726692635,118,Great view from 15th floor.,13533.207985683368,1,0,1
PROP010480,BELLARY ROAD,Project_479,Sobha,3586.0,4BHK,10.18819174,Primary,HNI,2024-03-31,4.496197115,6.270391883,Launch,NRI Desk,no,8.533760111,42,data_not_given,28411.019910764084,1,1,1
PROP010481,YELAHANKA,Project_480,L&T Realty,3191.0,4BHK,10.31637099,Secondary,CXO,2023-12-31,4.743816508,7.499766492,Ready to move,NRI Desk,yes,6.343244038,85,Great view from 15th floor.,32329.586305233468,4,0,1
PROP010482,ELECTRONIC CITY,Project_481,Prestige,7870.0,3BHK,12.99824921,Secondary,NRI,2023-09-30,8.262003963,7.240720279,Under construction,NRI Desk,no,9.803295348,104,Connectivity is poor.,16516.199758576877,3,0,1
PROP010483,RAJAJINAGAR,Project_482,Godrej,8525.0,3BHK,10.95744599,Secondary,NRI,2023-09-30,5.124070965,8.643024446,Launch,Broker,yes,9.887406245,62,Loved the amenities!,12853.309079178885,3,0,1
PROP010484,KORAMANGALA,Project_483,Embassy,7996.0,5BHK+,8.463192676,Secondary,HNI,2023-09-30,5.8725947,5.957441535,Ready to move,Direct,yes,8.535268315,70,Underpriced for location.,10584.282986493246,3,0,1
PROP010485,DOMLUR,Project_484,RMZ,8709.0,5BHK+,15.07816646,Secondary,CXO,2023-09-30,7.69702674,6.548613936,Under construction,Online,yes,7.146384959,15,Underpriced for location.,17313.315489723274,3,0,1
PROP010486,SARJAPUR ROAD,Project_485,Tata Housing,7252.0,3BHK,16.03602961,Secondary,HNI,2023-09-30,5.799700093,6.568599143,Ready to move,Direct,yes,7.347633242,113,Will buy after possession.,22112.561514065084,3,0,1
PROP010487,YELAHANKA,Project_486,Prestige,3988.0,3BHK,11.43888674,Secondary,Startup Founder,2023-06-30,8.277177092,7.499766492,Ready to move,NRI Desk,yes,9.006104172,96,Great view from 15th floor.,28683.26664994985,2,0,1
PROP010488,HEBBAL,Project_487,Godrej,3168.0,4BHK,11.05206753,Primary,Startup Founder,2024-03-31,4.739134312,5.904117375,Ready to move,Online,no,6.146694485,90,Will buy after possession.,34886.57679924242,1,1,1
PROP010489,MG ROAD,Project_488,Brigade,8417.0,5BHK+,13.60809353,Secondary,Startup Founder,2023-06-30,9.190667331,7.214880983,Launch,NRI Desk,no,7.549665154,79,data_not_given,16167.391624094093,2,0,1
PROP010490,JP NAGAR,Project_489,Prestige,6829.0,4BHK,16.31131623,Primary,NRI,2024-12-31,4.246319179,7.250720787,Launch,Broker,yes,6.501099386,59,data_not_given,23885.365690437837,4,1,1
PROP010491,ELECTRONIC CITY,Project_490,Sobha,6479.0,4BHK,9.801237629,Secondary,NRI,2023-12-31,4.165026362,6.115581265,Launch,Direct,no,5.715368103,43,Too far from my office.,15127.701233215,4,0,1
PROP010492,KANAKAPURA ROAD,Project_491,L&T Realty,5147.0,3BHK,17.42775942,Primary,Startup Founder,2024-12-31,9.579058214,7.499766492,Under construction,Broker,yes,6.6361653,85,Underpriced for location.,33860.033844958234,4,1,1
PROP010493,BELLARY ROAD,Project_492,SNN Raj,5327.0,4BHK,9.318053795,Secondary,HNI,2025-03-31,9.12774091,5.02907908,Under construction,Broker,no,5.835618664,105,data_not_given,17492.122761404167,1,0,1
PROP010494,BANNERGHATTA ROAD,Project_493,Godrej,6073.0,4BHK,14.11,Secondary,HNI,2024-12-31,8.240617643,6.223153942,Ready to move,Broker,no,5.099314088,82,Connectivity is poor.,23233.986497612383,4,0,1
PROP010495,BELLARY ROAD,Project_494,RMZ,8320.0,3BHK,12.719069067561703,Primary,Startup Founder,2024-12-31,7.986547338,8.183246745,Launch,Online,yes,9.267123777,113,Underpriced for location.,15287.342629280893,4,1,1
PROP010496,KORAMANGALA,Project_495,Total Environment,4171.0,4BHK,6.951742807,Secondary,NRI,2024-12-31,9.175209671,5.7814408,Under construction,Online,no,5.666484911,103,Great value for money.,16666.849213617836,4,0,1
PROP010497,INDIRANAGAR,Project_496,Tata Housing,5226.0,5BHK+,10.89362972,Primary,HNI,2024-09-30,6.826997804,6.009512999,Ready to move,Direct,yes,8.335052165,101,data_not_given,20845.06261002679,3,1,1
PROP010498,ELECTRONIC CITY,Project_497,RMZ,7115.0,4BHK,17.66,Primary,CXO,2023-09-30,9.469794284,5.166418167,Under construction,Direct,no,6.159437878,108,Great value for money.,24820.801124385103,3,1,1
PROP010499,ELECTRONIC CITY,Project_498,Tata Housing,7715.0,3BHK,9.49,Primary,Startup Founder,2024-12-31,6.401383226,7.930267165,Under construction,Direct,no,6.399388838,19,Great value for money.,12300.712896953986,4,1,1
PROP010500,HENNUR ROAD,Project_499,L&T Realty,7687.0,4BHK,6.796530027,Secondary,Startup Founder,2024-03-31,6.680127927,8.428437339,Ready to move,Online,yes,8.958437343,24,Will buy after possession.,8841.58973201509,1,0,1
PROP010501,MG ROAD,Project_0,Puravankara,8186.0,3BHK,12.719069067561703,Secondary,NRI,2024-09-30,8.794491651,5.555120358,Launch,NRI Desk,yes,5.61299429,95,Great view from 15th floor.,15537.587426779504,3,0,1
PROP010502,HENNUR ROAD,Project_1,Total Environment,4298.0,4BHK,11.30391633,Primary,Startup Founder,2023-09-30,6.826400733,7.454141387,Under construction,Online,yes,9.042571517,52,data_not_given,26300.41026058632,3,1,1
PROP010503,INDIRANAGAR,Project_2,Brigade,8466.0,3BHK,17.77933568,Secondary,Startup Founder,2023-09-30,6.159340925,7.631911284,Launch,Direct,yes,9.136872071,114,Underpriced for location.,21000.868981809588,3,0,1
PROP010504,RAJAJINAGAR,Project_3,Brigade,5896.0,5BHK+,15.32,Primary,HNI,2023-12-31,7.458214299,6.344908497,Ready to move,Broker,no,8.592063417,34,Underpriced for location.,25983.71777476255,4,1,1
PROP010505,JAYANAGAR,Project_4,Tata Housing,7874.0,5BHK+,9.19,Secondary,CXO,2023-06-30,8.207033726,7.176601814,Ready to move,Direct,no,9.166592069,114,Underpriced for location.,11671.323342646685,2,0,1
PROP010506,HEBBAL,Project_5,Godrej,7584.0,4BHK,8.851084008,Secondary,NRI,2024-06-30,6.189216819,6.075291551,Launch,Online,yes,5.58263586,39,Excellent location!,11670.733132911395,2,0,1
PROP010507,JAYANAGAR,Project_6,Tata Housing,7692.0,5BHK+,14.33217614,Secondary,Other,2024-06-30,5.978165544,6.456408153,Ready to move,Online,yes,6.890426571,119,Agent was not responsive.,18632.5742849714,2,0,1
PROP010508,DOMLUR,Project_7,Brigade,6156.0,5BHK+,16.46644152,Secondary,NRI,2024-12-31,5.898862139,9.649580351,Ready to move,NRI Desk,yes,8.633135053,67,Great view from 15th floor.,26748.605458089667,4,0,1
PROP010509,KANAKAPURA ROAD,Project_8,Brigade,5861.0,4BHK,12.2194834,Primary,Other,2023-12-31,5.25767095,6.887656594,Launch,Online,yes,8.828600981,77,Connectivity is poor.,20848.80293465279,4,1,1
PROP010510,DOMLUR,Project_9,Prestige,6967.0,4BHK,7.603390036,Secondary,Startup Founder,2023-12-31,7.775389109,7.669118534,Ready to move,Direct,no,8.178048267,90,Will buy after possession.,10913.434815559063,4,0,1
PROP010511,SARJAPUR ROAD,Project_10,Brigade,7719.0,3BHK,14.99518939,Primary,Startup Founder,2023-12-31,6.596211053,5.818665533,Launch,Broker,no,9.384316836,58,Excellent location!,19426.336818240707,4,1,1
PROP010512,MG ROAD,Project_11,L&T Realty,5334.0,4BHK,9.061760937,Primary,NRI,2023-09-30,8.478910078,5.49411191,Launch,Online,no,7.562611395,94,Agent was not responsive.,16988.67817210349,3,1,1
PROP010513,HEBBAL,Project_12,SNN Raj,4725.0,3BHK,14.41,Secondary,Startup Founder,2025-03-31,9.029968053,5.340310157,Launch,Online,no,5.146302716,116,Great view from 15th floor.,30497.354497354496,1,0,1
PROP010514,MG ROAD,Project_13,Total Environment,5176.0,4BHK,11.63554437,Secondary,Other,2023-09-30,5.871319752,5.609842278,Launch,Direct,no,7.412266644,104,Connectivity is poor.,22479.799787480682,3,0,1
PROP010515,SARJAPUR ROAD,Project_14,Brigade,8349.0,4BHK,12.22692639,Secondary,NRI,2024-06-30,7.404211924,7.499766492,Launch,Online,no,7.959790547,116,Great value for money.,14644.779482572761,2,0,1
PROP010516,WHITEFIELD,Project_15,Sobha,7513.0,4BHK,16.32,Primary,Startup Founder,2023-06-30,7.567625285,8.861331169,Ready to move,Direct,no,6.365451522,33,data_not_given,21722.347930254226,2,1,1
PROP010517,YELAHANKA,Project_16,L&T Realty,6010.0,5BHK+,14.92,Primary,Other,2024-12-31,7.713604478,7.481146785,Under construction,Direct,yes,6.244672889,81,Great view from 15th floor.,24825.29118136439,4,1,1
PROP010518,INDIRANAGAR,Project_17,Tata Housing,8076.0,3BHK,11.73584606,Primary,CXO,2024-12-31,6.989110103,6.051852488,Ready to move,Online,no,6.675978481,112,Underpriced for location.,14531.755894006934,4,1,1
PROP010519,BELLARY ROAD,Project_18,Tata Housing,7942.0,4BHK,6.318763003,Primary,NRI,2024-12-31,8.985070097,5.264702249,Ready to move,Online,no,7.814982479,99,Will buy after possession.,7956.1357378494085,4,1,1
PROP010520,MG ROAD,Project_19,SNN Raj,8145.0,4BHK,11.12510903,Secondary,HNI,2025-03-31,7.498682144,7.499766492,Ready to move,Broker,no,9.569546268,96,Connectivity is poor.,13658.820171884594,1,0,1
PROP010521,BELLARY ROAD,Project_20,L&T Realty,5996.5,3BHK,11.45,Primary,NRI,2023-09-30,8.601044421,7.013751179,Under construction,Broker,yes,8.835828559,32,Too far from my office.,19094.4717752022,3,1,1
PROP010522,JP NAGAR,Project_21,RMZ,4324.0,4BHK,11.17655677,Primary,NRI,2024-09-30,5.076235115,8.355396975,Launch,Online,no,7.331002215,60,data_not_given,25847.726110083255,3,1,1
PROP010523,SARJAPUR ROAD,Project_22,L&T Realty,4842.0,3BHK,14.20630467,Secondary,CXO,2024-09-30,7.522807474,5.465662679,Ready to move,Direct,yes,8.350847196,71,Connectivity is poor.,29339.74529120198,3,0,1
PROP010524,JAYANAGAR,Project_23,Brigade,5290.0,3BHK,60.0,Primary,Startup Founder,2023-12-31,7.350562733,8.800048933,Ready to move,Direct,no,8.425349799,65,data_not_given,113421.55009451795,4,1,1
PROP010525,WHITEFIELD,Project_24,Total Environment,5996.5,3BHK,11.88760118,Secondary,Other,2025-03-31,7.71121907,7.499766492,Under construction,Direct,yes,9.687282523,112,Great view from 15th floor.,19824.23276911532,1,0,1
PROP010526,INDIRANAGAR,Project_25,Prestige,7143.0,3BHK,8.055907972,Primary,Startup Founder,2023-06-30,8.068933025,6.122245972,Ready to move,Direct,no,7.385237585,50,Connectivity is poor.,11278.045599888002,2,1,1
PROP010527,BELLARY ROAD,Project_26,Tata Housing,4926.0,3BHK,14.86341752,Secondary,CXO,2024-03-31,8.054540649,7.955368876,Ready to move,Online,no,8.901010987,55,Great view from 15th floor.,30173.401380430372,1,0,1
PROP010528,SARJAPUR ROAD,Project_27,RMZ,6804.0,3BHK,13.95180081,Primary,Startup Founder,2024-09-30,9.162450239,9.635532118,Ready to move,NRI Desk,yes,6.471398318,91,Underpriced for location.,20505.292195767193,3,1,1
PROP010529,MG ROAD,Project_28,Embassy,7875.0,4BHK,10.76874605,Secondary,HNI,2023-06-30,7.636595428,8.59312512,Ready to move,Direct,yes,6.056107901,40,data_not_given,13674.59815873016,2,0,1
PROP010530,ELECTRONIC CITY,Project_29,Tata Housing,8513.0,4BHK,12.719069067561703,Secondary,NRI,2024-09-30,7.150128755,7.813839225,Under construction,Broker,yes,6.74109111,106,data_not_given,14940.760093459065,3,0,1
PROP010531,WHITEFIELD,Project_30,Tata Housing,4140.0,4BHK,8.702128463,Primary,Startup Founder,2024-09-30,8.807973267,6.823481167,Launch,NRI Desk,no,8.297665514,117,data_not_given,21019.63396859903,3,1,1
PROP010532,WHITEFIELD,Project_31,Tata Housing,8012.0,5BHK+,8.374127555,Secondary,Startup Founder,2023-06-30,6.313641744,8.471336714,Ready to move,Broker,no,5.281324236,103,data_not_given,10451.981471542686,2,0,1
PROP010533,BELLARY ROAD,Project_32,Embassy,5176.0,4BHK,10.31,Primary,HNI,2024-03-31,5.336130108,8.981050875,Launch,Online,no,7.654040655,21,Excellent location!,19918.85625965997,1,1,1
PROP010534,HEBBAL,Project_33,Brigade,5419.0,4BHK,14.75142879,Secondary,Startup Founder,2024-03-31,9.598365113,8.723033244,Ready to move,Broker,no,8.323662682,103,data_not_given,27221.680734452853,1,0,1
PROP010535,DOMLUR,Project_34,L&T Realty,7694.0,4BHK,12.84,Secondary,CXO,2023-12-31,5.136658261,5.755215705,Launch,Broker,no,8.59664497,98,data_not_given,16688.328567715103,4,0,1
PROP010536,WHITEFIELD,Project_35,RMZ,7953.0,5BHK+,6.576670304,Primary,NRI,2023-06-30,4.541961994,7.499766492,Under construction,Broker,yes,5.697326322,21,Too far from my office.,8269.420726769773,2,1,1
PROP010537,BANNERGHATTA ROAD,Project_36,SNN Raj,6829.0,4BHK,12.63038933,Secondary,HNI,2024-09-30,5.44227891,9.287017167,Launch,NRI Desk,yes,7.245529747,45,Excellent location!,18495.225259920924,3,0,1
PROP010538,RAJAJINAGAR,Project_37,Embassy,3595.0,5BHK+,14.45595258,Secondary,NRI,2023-12-31,5.622158724,5.778214551,Under construction,Broker,no,8.000296433,110,Excellent location!,40211.27282336579,4,0,1
PROP010539,HENNUR ROAD,Project_38,Brigade,3077.0,4BHK,70.0,Primary,Other,2024-09-30,4.052113595,7.787574146,Under construction,Broker,no,6.822317644,109,Agent was not responsive.,227494.31264218394,3,1,1
PROP010540,BANNERGHATTA ROAD,Project_39,L&T Realty,4295.0,4BHK,10.64308564,Primary,NRI,2023-12-31,9.618348482,8.032198826,Launch,NRI Desk,no,9.418402539,16,Agent was not responsive.,24780.17611175786,4,1,1
PROP010541,DOMLUR,Project_40,Embassy,7496.0,3BHK,10.24199745,Primary,NRI,2024-03-31,8.812501124,5.391495638,Launch,Online,yes,8.465218133,47,Connectivity is poor.,13663.283684631804,1,1,1
PROP010542,HENNUR ROAD,Project_41,Prestige,6596.0,4BHK,7.54427807,Primary,Other,2024-06-30,7.933080329,9.577192964,Ready to move,Online,no,5.993495261,87,data_not_given,11437.656261370528,2,1,1
PROP010543,HENNUR ROAD,Project_42,Tata Housing,6384.0,5BHK+,12.719069067561703,Secondary,Other,2024-06-30,5.414237585,5.813796966,Launch,Online,yes,6.478579115,77,Will buy after possession.,19923.35380257159,2,0,1
PROP010544,INDIRANAGAR,Project_43,Tata Housing,3285.0,3BHK,15.19,Secondary,NRI,2023-06-30,8.96960337,6.775740333,Launch,Broker,yes,9.897380849,86,Excellent location!,46240.48706240487,2,0,1
PROP010545,INDIRANAGAR,Project_44,RMZ,7112.0,3BHK,14.87129531,Secondary,NRI,2023-09-30,5.242407894,5.48252092,Ready to move,Direct,no,5.444491899,50,data_not_given,20910.145261529808,3,0,1
PROP010546,INDIRANAGAR,Project_45,RMZ,7437.0,4BHK,12.64,Secondary,CXO,2025-03-31,9.944253708,7.499766492,Under construction,Direct,yes,7.750654148,102,data_not_given,16996.10057819013,1,0,1
PROP010547,INDIRANAGAR,Project_46,Godrej,4879.0,5BHK+,11.80667997,Secondary,CXO,2024-06-30,4.956279472,5.354270363,Ready to move,Direct,no,7.588223936,101,Will buy after possession.,24198.975138348018,2,0,1
PROP010548,RAJAJINAGAR,Project_47,Prestige,5996.5,3BHK,8.114174202,Secondary,NRI,2024-12-31,6.559363261,5.978652445,Ready to move,Broker,no,5.298970315,51,data_not_given,13531.51705494872,4,0,1
PROP010549,BANNERGHATTA ROAD,Project_48,L&T Realty,4988.0,4BHK,7.92679049,Secondary,Startup Founder,2024-12-31,9.319450144,7.499766492,Under construction,Online,no,7.370509433,21,data_not_given,15891.721110665598,4,0,1
PROP010550,MG ROAD,Project_49,Prestige,3823.0,5BHK+,15.09480545,Primary,Startup Founder,2024-09-30,6.285415171,9.862462162,Ready to move,Broker,no,8.466297589,86,data_not_given,39484.18898770599,3,1,1
PROP010551,SARJAPUR ROAD,Project_50,Total Environment,8591.0,4BHK,9.92,Secondary,CXO,2025-03-31,9.630710427,5.101650805,Under construction,NRI Desk,no,5.782781484,44,data_not_given,11546.967756954953,1,0,1
PROP010552,KANAKAPURA ROAD,Project_51,L&T Realty,5255.0,4BHK,11.07533945,Secondary,Startup Founder,2024-03-31,6.713082295,8.639317696,Launch,NRI Desk,no,9.745307694,15,Great view from 15th floor.,21075.812464319697,1,0,1
PROP010553,MG ROAD,Project_52,L&T Realty,3637.0,5BHK+,12.719069067561703,Primary,Startup Founder,2024-09-30,9.278673415,7.499766492,Under construction,Broker,yes,5.380873707,102,Underpriced for location.,34971.31995480259,3,1,1
PROP010554,WHITEFIELD,Project_53,Puravankara,8545.0,5BHK+,12.719069067561703,Secondary,CXO,2023-06-30,5.345934047,6.001362796,Under construction,Online,no,8.443276115,112,data_not_given,14884.808739100881,2,0,1
PROP010555,INDIRANAGAR,Project_54,RMZ,5300.0,4BHK,10.38601408,Secondary,NRI,2024-09-30,8.191802956,5.787354198,Launch,Online,no,7.440906201,47,Connectivity is poor.,19596.25298113208,3,0,1
PROP010556,KORAMANGALA,Project_55,Sobha,6936.0,5BHK+,12.61037902,Primary,NRI,2024-12-31,5.772455823,7.499766492,Launch,NRI Desk,no,7.345592797,93,Loved the amenities!,18181.05395040369,4,1,1
PROP010557,DOMLUR,Project_56,Tata Housing,7159.0,4BHK,8.998015316,Primary,Startup Founder,2023-09-30,6.458420846,8.788568142,Under construction,Online,yes,7.419086577,20,Will buy after possession.,12568.81591842436,3,1,1
PROP010558,DOMLUR,Project_57,RMZ,4425.0,5BHK+,10.08709334,Primary,NRI,2024-06-30,8.20624308,7.499766492,Ready to move,NRI Desk,yes,5.884355979,41,Too far from my office.,22795.691163841806,2,1,1
PROP010559,WHITEFIELD,Project_58,Puravankara,6010.0,5BHK+,11.13565868,Secondary,Startup Founder,2023-09-30,6.782655107,7.770791235,Under construction,NRI Desk,yes,5.875780566,71,Great view from 15th floor.,18528.550216306157,3,0,1
PROP010560,SARJAPUR ROAD,Project_59,Godrej,5838.0,5BHK+,14.89483811,Secondary,NRI,2025-03-31,7.427658709,7.389662645,Under construction,Online,yes,6.009425439,87,data_not_given,25513.59731072285,1,0,1
PROP010561,JP NAGAR,Project_60,Godrej,4353.0,3BHK,12.30791221,Secondary,NRI,2024-12-31,4.121836958,9.006838409,Launch,Broker,no,8.442492591,75,Underpriced for location.,28274.55136687342,4,0,1
PROP010562,ELECTRONIC CITY,Project_61,Godrej,6010.0,5BHK+,11.72,Primary,NRI,2023-09-30,6.751643762,5.868686648,Launch,NRI Desk,yes,7.882290222,98,Loved the amenities!,19500.831946755407,3,1,1
PROP010563,JP NAGAR,Project_62,Brigade,6677.0,5BHK+,12.61029003,Secondary,Startup Founder,2023-09-30,4.435269191,7.148894902,Launch,NRI Desk,no,7.165369109,66,Will buy after possession.,18886.16149468324,3,0,1
PROP010564,KANAKAPURA ROAD,Project_63,L&T Realty,6010.0,5BHK+,13.28640071,Secondary,Startup Founder,2025-03-31,4.841835422,8.271575606,Launch,Broker,no,8.268027021,70,Agent was not responsive.,22107.1559234609,1,0,1
PROP010565,BANNERGHATTA ROAD,Project_64,Brigade,6209.0,3BHK,12.55569894,Primary,CXO,2024-03-31,8.899950345,8.730604009,Ready to move,Online,no,6.293217996,74,Great view from 15th floor.,20221.773135770654,1,1,1
PROP010566,SARJAPUR ROAD,Project_65,Prestige,7044.0,5BHK+,11.34619731,Primary,CXO,2023-12-31,8.835086262,6.936998576,Under construction,Online,yes,8.173241588,55,Excellent location!,16107.60549403748,4,1,1
PROP010567,WHITEFIELD,Project_66,Prestige,7592.0,3BHK,12.42379883,Primary,CXO,2024-06-30,8.551378077,8.600406055,Under construction,NRI Desk,no,5.446708136,115,Great value for money.,16364.329333508958,2,1,1
PROP010568,JP NAGAR,Project_67,Puravankara,6857.0,5BHK+,10.10142744,Secondary,CXO,2023-09-30,5.889979378,6.00045396,Ready to move,Direct,no,5.634416947,56,Will buy after possession.,14731.555257401196,3,0,1
PROP010569,JP NAGAR,Project_68,Sobha,5814.0,5BHK+,14.28933797,Secondary,Startup Founder,2023-06-30,6.025340561,9.628774636,Ready to move,Broker,yes,9.962432571,71,Great value for money.,24577.46468868249,2,0,1
PROP010570,JP NAGAR,Project_69,Puravankara,6351.0,5BHK+,16.5712331,Primary,Startup Founder,2024-03-31,7.998265179,9.299080635,Ready to move,Online,no,7.238142411,66,Loved the amenities!,26092.321051802865,1,1,1
PROP010571,JAYANAGAR,Project_70,L&T Realty,3789.0,3BHK,10.76448628,Primary,CXO,2024-12-31,6.421988366,5.932129322,Ready to move,Broker,no,9.280852086,107,Excellent location!,28409.834468197412,4,1,1
PROP010572,KORAMANGALA,Project_71,Tata Housing,4911.0,5BHK+,11.24996172,Primary,Other,2025-03-31,9.831098282,7.874012762,Ready to move,Online,no,7.133476386,82,Loved the amenities!,22907.68014660965,1,1,1
PROP010573,MG ROAD,Project_72,L&T Realty,4575.0,5BHK+,8.32,Primary,CXO,2025-03-31,7.745792382,5.265404092,Ready to move,NRI Desk,yes,9.84016074,76,data_not_given,18185.792349726777,1,1,1
PROP010574,ELECTRONIC CITY,Project_73,Prestige,7310.0,5BHK+,9.96,Secondary,Startup Founder,2023-12-31,7.893678536,5.991170894,Launch,Online,yes,6.816082837,60,Underpriced for location.,13625.170998632013,4,0,1
